"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2011","2011","PC","Percentage","0","Units",,,5.952,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2012","2012","PC","Percentage","0","Units",,,5.294,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2013","2013","PC","Percentage","0","Units",,,5.236,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2014","2014","PC","Percentage","0","Units",,,5.23,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2015","2015","PC","Percentage","0","Units",,,5.081,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2016","2016","PC","Percentage","0","Units",,,5.071,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,5.135,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2018","2018","PC","Percentage","0","Units",,,5.28,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2019","2019","PC","Percentage","0","Units",,,5.47,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2020","2020","PC","Percentage","0","Units",,,5.742,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2021","2021","PC","Percentage","0","Units",,,5.668,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2022","2022","PC","Percentage","0","Units",,,5.456,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","1999","1999","PC","Percentage","0","Units",,,4.395,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2000","2000","PC","Percentage","0","Units",,,4.449,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2001","2001","PC","Percentage","0","Units",,,4.82,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2002","2002","PC","Percentage","0","Units",,,5.072,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2003","2003","PC","Percentage","0","Units",,,5.815,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2004","2004","PC","Percentage","0","Units",,,5.954,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2005","2005","PC","Percentage","0","Units",,,5.836,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2006","2006","PC","Percentage","0","Units",,,5.655,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2007","2007","PC","Percentage","0","Units",,,5.766,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2008","2008","PC","Percentage","0","Units",,,5.699,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2009","2009","PC","Percentage","0","Units",,,6.13,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2010","2010","PC","Percentage","0","Units",,,5.737,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2011","2011","PC","Percentage","0","Units",,,5.519,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2012","2012","PC","Percentage","0","Units",,,5.665,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2013","2013","PC","Percentage","0","Units",,,5.809,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2014","2014","PC","Percentage","0","Units",,,5.553,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,5.723,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2016","2016","PC","Percentage","0","Units",,,5.553,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2017","2017","PC","Percentage","0","Units",,,5.458,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2018","2018","PC","Percentage","0","Units",,,5.383,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2019","2019","PC","Percentage","0","Units",,,5.448,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2020","2020","PC","Percentage","0","Units",,,6.222,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2021","2021","PC","Percentage","0","Units",,,6.079,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","MEX","Mexico","2022","2022","PC","Percentage","0","Units",,,5.483,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2000","2000","PC","Percentage","0","Units",,,7.804,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2001","2001","PC","Percentage","0","Units",,,7.876,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2002","2002","PC","Percentage","0","Units",,,8.021,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2003","2003","PC","Percentage","0","Units",,,8.099,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2004","2004","PC","Percentage","0","Units",,,7.94,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2005","2005","PC","Percentage","0","Units",,,7.996,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2006","2006","PC","Percentage","0","Units",,,7.823,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2007","2007","PC","Percentage","0","Units",,,7.511,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2008","2008","PC","Percentage","0","Units",,,7.855,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2009","2009","PC","Percentage","0","Units",,,8.541,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2010","2010","PC","Percentage","0","Units",,,8.565,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2011","2011","PC","Percentage","0","Units",,,8.536,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2012","2012","PC","Percentage","0","Units",,,8.715,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2013","2013","PC","Percentage","0","Units",,,8.74,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2014","2014","PC","Percentage","0","Units",,,8.502,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2015","2015","PC","Percentage","0","Units",,,8.517,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2016","2016","PC","Percentage","0","Units",,,8.478,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2017","2017","PC","Percentage","0","Units",,,8.185,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2018","2018","PC","Percentage","0","Units",,,8.277,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2019","2019","PC","Percentage","0","Units",,,8.499,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2020","2020","PC","Percentage","0","Units",,,9.433,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2021","2021","PC","Percentage","0","Units",,,9.478,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVN","Slovenia","2022","2022","PC","Percentage","0","Units",,,8.847,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","1997","1997","PC","Percentage","0","Units",,,5.645,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","1998","1998","PC","Percentage","0","Units",,,5.546,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","1999","1999","PC","Percentage","0","Units",,,5.533,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2000","2000","PC","Percentage","0","Units",,,5.303,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2001","2001","PC","Percentage","0","Units",,,5.332,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2002","2002","PC","Percentage","0","Units",,,5.509,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2003","2003","PC","Percentage","0","Units",,,5.448,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2004","2004","PC","Percentage","0","Units",,,6.469,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2005","2005","PC","Percentage","0","Units",,,6.589,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2006","2006","PC","Percentage","0","Units",,,6.851,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2007","2007","PC","Percentage","0","Units",,,7.177,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2008","2008","PC","Percentage","0","Units",,,6.956,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,7.948,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2010","2010","PC","Percentage","0","Units",,,7.666,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,7.299,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,7.536,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,7.495,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2014","2014","PC","Percentage","0","Units",,,6.884,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,6.762,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2016","2016","PC","Percentage","0","Units",,,6.973,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,6.757,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,6.666,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2019","2019","PC","Percentage","0","Units",,,6.92,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2020","2020","PC","Percentage","0","Units",,,7.127,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2021","2021","PC","Percentage","0","Units",,,7.751,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","SVK","Slovak Republic","2022","2022","PC","Percentage","0","Units",,,7.753,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1970","1970","PC","Percentage","0","Units",,,2.261,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1971","1971","PC","Percentage","0","Units",,,2.422,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1972","1972","PC","Percentage","0","Units",,,2.988,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1973","1973","PC","Percentage","0","Units",,,3.232,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1974","1974","PC","Percentage","0","Units",,,3.456,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1975","1975","PC","Percentage","0","Units",,,4.731,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1976","1976","PC","Percentage","0","Units",,,4.579,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1977","1977","PC","Percentage","0","Units",,,4.086,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1978","1978","PC","Percentage","0","Units",,,4.214,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1979","1979","PC","Percentage","0","Units",,,4.095,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1980","1980","PC","Percentage","0","Units",,,4.789,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1981","1981","PC","Percentage","0","Units",,,5.024,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1982","1982","PC","Percentage","0","Units",,,5.085,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1983","1983","PC","Percentage","0","Units",,,4.824,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1984","1984","PC","Percentage","0","Units",,,4.95,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1985","1985","PC","Percentage","0","Units",,,5.368,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1986","1986","PC","Percentage","0","Units",,,5.932,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1987","1987","PC","Percentage","0","Units",,,5.769,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1988","1988","PC","Percentage","0","Units",,,6.009,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1989","1989","PC","Percentage","0","Units",,,5.538,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1990","1990","PC","Percentage","0","Units",,,5.516,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1991","1991","PC","Percentage","0","Units",,,6.039,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1992","1992","PC","Percentage","0","Units",,,6.187,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1993","1993","PC","Percentage","0","Units",,,6.453,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1994","1994","PC","Percentage","0","Units",,,6.427,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1995","1995","PC","Percentage","0","Units",,,7.2,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1996","1996","PC","Percentage","0","Units",,,7.452,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1997","1997","PC","Percentage","0","Units",,,7.414,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1998","1998","PC","Percentage","0","Units",,,7.383,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","1999","1999","PC","Percentage","0","Units",,,7.622,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2000","2000","PC","Percentage","0","Units",,,8.601,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2001","2001","PC","Percentage","0","Units",,,8.628,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2002","2002","PC","Percentage","0","Units",,,8.786,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2003","2003","PC","Percentage","0","Units",,,9.124,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2004","2004","PC","Percentage","0","Units",,,9.533,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2005","2005","PC","Percentage","0","Units",,,9.653,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2006","2006","PC","Percentage","0","Units",,,9.354,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2007","2007","PC","Percentage","0","Units",,,9.252,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2008","2008","PC","Percentage","0","Units",,,9.583,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2009","2009","PC","Percentage","0","Units",,,10.131,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2010","2010","PC","Percentage","0","Units",,,10.033,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,9.731,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,9.654,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,9.405,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2014","2014","PC","Percentage","0","Units",,,9.343,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,9.316,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2016","2016","PC","Percentage","0","Units",,,9.394,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,9.306,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2018","2018","PC","Percentage","0","Units",,,9.413,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2019","2019","PC","Percentage","0","Units",,,9.514,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2020","2020","PC","Percentage","0","Units",,,10.548,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2021","2021","PC","Percentage","0","Units",,,11.137,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","PRT","Portugal","2022","2022","PC","Percentage","0","Units",,,10.624,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","TUR","Türkiye","1975","1975","PC","Percentage","0","Units",,,2.155,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","TUR","Türkiye","1976","1976","PC","Percentage","0","Units",,,1.693,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","TUR","Türkiye","1977","1977","PC","Percentage","0","Units",,,1.987,"D","Difference in methodology"
