"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"ARG","Argentina","T","Total","TOTAL","Total","2021","2021",45808747,,
"ARG","Argentina","T","Total","TOTAL","Total","2022","2022",46234830,,
"BRA","Brazil","T","Total","TOTAL","Total","1960","1960",72179235,,
"BRA","Brazil","T","Total","TOTAL","Total","1961","1961",74311338,,
"BRA","Brazil","T","Total","TOTAL","Total","1962","1962",76514329,,
"BRA","Brazil","T","Total","TOTAL","Total","1963","1963",78772647,,
"BRA","Brazil","T","Total","TOTAL","Total","1964","1964",81064572,,
"BRA","Brazil","T","Total","TOTAL","Total","1965","1965",83373533,,
"BRA","Brazil","T","Total","TOTAL","Total","1966","1966",85696502,,
"BRA","Brazil","T","Total","TOTAL","Total","1967","1967",88035815,,
"BRA","Brazil","T","Total","TOTAL","Total","1968","1968",90387079,,
"BRA","Brazil","T","Total","TOTAL","Total","1969","1969",92746607,,
"BRA","Brazil","T","Total","TOTAL","Total","1970","1970",95113265,,
"BRA","Brazil","T","Total","TOTAL","Total","1971","1971",97482928,,
"BRA","Brazil","T","Total","TOTAL","Total","1972","1972",99859388,,
"BRA","Brazil","T","Total","TOTAL","Total","1973","1973",102259497,,
"BRA","Brazil","T","Total","TOTAL","Total","1974","1974",104706193,,
"BRA","Brazil","T","Total","TOTAL","Total","1975","1975",107216209,,
"BRA","Brazil","T","Total","TOTAL","Total","1976","1976",109790943,,
"BRA","Brazil","T","Total","TOTAL","Total","1977","1977",112425392,,
"BRA","Brazil","T","Total","TOTAL","Total","1978","1978",115121158,,
"BRA","Brazil","T","Total","TOTAL","Total","1979","1979",117878412,,
"BRA","Brazil","T","Total","TOTAL","Total","1980","1980",122081510,,
"BRA","Brazil","T","Total","TOTAL","Total","1981","1981",124807167,,
"BRA","Brazil","T","Total","TOTAL","Total","1982","1982",127604588,,
"BRA","Brazil","T","Total","TOTAL","Total","1983","1983",130434274,,
"BRA","Brazil","T","Total","TOTAL","Total","1984","1984",133238189,,
"BRA","Brazil","T","Total","TOTAL","Total","1985","1985",135979454,,
"BRA","Brazil","T","Total","TOTAL","Total","1986","1986",138662472,,
"BRA","Brazil","T","Total","TOTAL","Total","1987","1987",141282564,,
"BRA","Brazil","T","Total","TOTAL","Total","1988","1988",143851505,,
"BRA","Brazil","T","Total","TOTAL","Total","1989","1989",146393753,,
"BRA","Brazil","T","Total","TOTAL","Total","1990","1990",148935328,,
"BRA","Brazil","T","Total","TOTAL","Total","1991","1991",151467861,,
"BRA","Brazil","T","Total","TOTAL","Total","1992","1992",153973883,,
"BRA","Brazil","T","Total","TOTAL","Total","1993","1993",156454116,,
"BRA","Brazil","T","Total","TOTAL","Total","1994","1994",158910651,,
"BRA","Brazil","T","Total","TOTAL","Total","1995","1995",161345581,,
"BRA","Brazil","T","Total","TOTAL","Total","1996","1996",163767821,,
"BRA","Brazil","T","Total","TOTAL","Total","1997","1997",166187066,,
"BRA","Brazil","T","Total","TOTAL","Total","1998","1998",168606400,,
"BRA","Brazil","T","Total","TOTAL","Total","1999","1999",171029011,,
"BRA","Brazil","T","Total","TOTAL","Total","2000","2000",173765726,,
"BRA","Brazil","T","Total","TOTAL","Total","2001","2001",176208646,,
"BRA","Brazil","T","Total","TOTAL","Total","2002","2002",178499255,,
"BRA","Brazil","T","Total","TOTAL","Total","2003","2003",180708344,,
"BRA","Brazil","T","Total","TOTAL","Total","2004","2004",182865043,,
"BRA","Brazil","T","Total","TOTAL","Total","2005","2005",184991143,,
"BRA","Brazil","T","Total","TOTAL","Total","2006","2006",187061610,,
"BRA","Brazil","T","Total","TOTAL","Total","2007","2007",189038268,,
"BRA","Brazil","T","Total","TOTAL","Total","2008","2008",191010274,,
"BRA","Brazil","T","Total","TOTAL","Total","2009","2009",192980905,,
"BRA","Brazil","T","Total","TOTAL","Total","2010","2010",194890682,,
"BRA","Brazil","T","Total","TOTAL","Total","2011","2011",196603732,,
"BRA","Brazil","T","Total","TOTAL","Total","2012","2012",198314934,,
"BRA","Brazil","T","Total","TOTAL","Total","2013","2013",200004188,,
"BRA","Brazil","T","Total","TOTAL","Total","2014","2014",201717541,,
"BRA","Brazil","T","Total","TOTAL","Total","2015","2015",203475683,,
"BRA","Brazil","T","Total","TOTAL","Total","2016","2016",205156587,,
"BRA","Brazil","T","Total","TOTAL","Total","2017","2017",206804741,,
"BRA","Brazil","T","Total","TOTAL","Total","2018","2018",208494900,,
"BRA","Brazil","T","Total","TOTAL","Total","2019","2019",210147125,,
"BRA","Brazil","T","Total","TOTAL","Total","2020","2020",211755692,,
"BRA","Brazil","T","Total","TOTAL","Total","2021","2021",213317639,,
"BRA","Brazil","T","Total","TOTAL","Total","2022","2022",214828540,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1960","1960",7867374,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1961","1961",7943118,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1962","1962",8012946,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1963","1963",8078145,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1964","1964",8144340,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1965","1965",8204168,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1966","1966",8258057,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1967","1967",8310226,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1968","1968",8369603,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1969","1969",8434172,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1970","1970",8489574,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1971","1971",8536395,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1972","1972",8576200,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1973","1973",8620967,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1974","1974",8678745,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1975","1975",8720742,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1976","1976",8758599,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1977","1977",8804183,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1978","1978",8814032,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1979","1979",8825940,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1980","1980",8861535,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1981","1981",8891117,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1982","1982",8917457,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1983","1983",8939738,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1984","1984",8960679,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1985","1985",8960547,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1986","1986",8958171,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1987","1987",8971359,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1988","1988",8981446,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1989","1989",8876972,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1990","1990",8718289,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1991","1991",8632367,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1992","1992",8540164,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1993","1993",8472313,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1994","1994",8443591,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1995","1995",8406067,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1996","1996",8362826,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1997","1997",8312068,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1998","1998",8256786,,
"BGR","Bulgaria","T","Total","TOTAL","Total","1999","1999",8210624,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2000","2000",8170172,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2001","2001",8009141.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2002","2002",7837160.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2003","2003",7775326.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2004","2004",7716860,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2005","2005",7658972,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2006","2006",7601022,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2007","2007",7545337.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2008","2008",7492560.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2009","2009",7444442.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2010","2010",7395598.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2011","2011",7348327.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2012","2012",7305888,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2013","2013",7265114.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2014","2014",7223937.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2015","2015",7177991,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2016","2016",7127821.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2017","2017",7075946.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2018","2018",7025036.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2019","2019",6975760.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2020","2020",6934015,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2021","2021",6877742.5,,
"BGR","Bulgaria","T","Total","TOTAL","Total","2022","2022",6643323.5,,
"CHL","Chile","T","Total","TOTAL","Total","1960","1960",7643277,,
"CHL","Chile","T","Total","TOTAL","Total","1961","1961",7843945,,
"CHL","Chile","T","Total","TOTAL","Total","1962","1962",8044614,,
"CHL","Chile","T","Total","TOTAL","Total","1963","1963",8245284,,
"CHL","Chile","T","Total","TOTAL","Total","1964","1964",8445953,,
"CHL","Chile","T","Total","TOTAL","Total","1965","1965",8646622,,
"CHL","Chile","T","Total","TOTAL","Total","1966","1966",8831223,,
"CHL","Chile","T","Total","TOTAL","Total","1967","1967",9015825,,
"CHL","Chile","T","Total","TOTAL","Total","1968","1968",9200427,,
"CHL","Chile","T","Total","TOTAL","Total","1969","1969",9385028,,
"CHL","Chile","T","Total","TOTAL","Total","1970","1970",9569631,,
"CHL","Chile","T","Total","TOTAL","Total","1971","1971",9738347,,
"CHL","Chile","T","Total","TOTAL","Total","1972","1972",9907065,,
"CHL","Chile","T","Total","TOTAL","Total","1973","1973",10075782,,
"CHL","Chile","T","Total","TOTAL","Total","1974","1974",10244501,,
"CHL","Chile","T","Total","TOTAL","Total","1975","1975",10413219,,
"CHL","Chile","T","Total","TOTAL","Total","1976","1976",10565409,,
"CHL","Chile","T","Total","TOTAL","Total","1977","1977",10717600,,
"CHL","Chile","T","Total","TOTAL","Total","1978","1978",10869791,,
"CHL","Chile","T","Total","TOTAL","Total","1979","1979",11021982,,
"CHL","Chile","T","Total","TOTAL","Total","1980","1980",11174173,,
"CHL","Chile","T","Total","TOTAL","Total","1981","1981",11359773,,
"CHL","Chile","T","Total","TOTAL","Total","1982","1982",11545372,,
"CHL","Chile","T","Total","TOTAL","Total","1983","1983",11730972,,
"CHL","Chile","T","Total","TOTAL","Total","1984","1984",11916572,,
"CHL","Chile","T","Total","TOTAL","Total","1985","1985",12102174,,
"CHL","Chile","T","Total","TOTAL","Total","1986","1986",12317494,,
"CHL","Chile","T","Total","TOTAL","Total","1987","1987",12532815,,
"CHL","Chile","T","Total","TOTAL","Total","1988","1988",12748135,,
"CHL","Chile","T","Total","TOTAL","Total","1989","1989",12963457,,
"CHL","Chile","T","Total","TOTAL","Total","1990","1990",13178782,,
"CHL","Chile","T","Total","TOTAL","Total","1991","1991",13422010,,
"CHL","Chile","T","Total","TOTAL","Total","1992","1992",13737062,,
"CHL","Chile","T","Total","TOTAL","Total","1993","1993",13956766,,
"CHL","Chile","T","Total","TOTAL","Total","1994","1994",14171821,,
"CHL","Chile","T","Total","TOTAL","Total","1995","1995",14381249,,
"CHL","Chile","T","Total","TOTAL","Total","1996","1996",14584947,,
"CHL","Chile","T","Total","TOTAL","Total","1997","1997",14782706,,
"CHL","Chile","T","Total","TOTAL","Total","1998","1998",14974898,,
"CHL","Chile","T","Total","TOTAL","Total","1999","1999",15162353,,
"CHL","Chile","T","Total","TOTAL","Total","2000","2000",15343326,,
"CHL","Chile","T","Total","TOTAL","Total","2001","2001",15520049,,
"CHL","Chile","T","Total","TOTAL","Total","2002","2002",15691701,,
"CHL","Chile","T","Total","TOTAL","Total","2003","2003",15856977,,
"CHL","Chile","T","Total","TOTAL","Total","2004","2004",16022133,,
"CHL","Chile","T","Total","TOTAL","Total","2005","2005",16183489,,
"CHL","Chile","T","Total","TOTAL","Total","2006","2006",16347890,,
"CHL","Chile","T","Total","TOTAL","Total","2007","2007",16517933,,
"CHL","Chile","T","Total","TOTAL","Total","2008","2008",16697754,,
"CHL","Chile","T","Total","TOTAL","Total","2009","2009",16881078,,
"CHL","Chile","T","Total","TOTAL","Total","2010","2010",17063927,,
"CHL","Chile","T","Total","TOTAL","Total","2011","2011",17254159,,
"CHL","Chile","T","Total","TOTAL","Total","2012","2012",17443491,,
"CHL","Chile","T","Total","TOTAL","Total","2013","2013",17611902,,
"CHL","Chile","T","Total","TOTAL","Total","2014","2014",17787617,,
"CHL","Chile","T","Total","TOTAL","Total","2015","2015",17971423,,
"CHL","Chile","T","Total","TOTAL","Total","2016","2016",18167147,,
"CHL","Chile","T","Total","TOTAL","Total","2017","2017",18419192,,
"CHL","Chile","T","Total","TOTAL","Total","2018","2018",18751405,,
"CHL","Chile","T","Total","TOTAL","Total","2019","2019",19107216,,
"CHL","Chile","T","Total","TOTAL","Total","2020","2020",19458310,,
"CHL","Chile","T","Total","TOTAL","Total","2021","2021",19678363,,
"CHL","Chile","T","Total","TOTAL","Total","2022","2022",19828563,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1960","1960",654170692,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1961","1961",655260379,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1962","1962",664614649,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1963","1963",683903557,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1964","1964",704593772,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1965","1965",723846349,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1966","1966",742948540,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1967","1967",761006262,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1968","1968",780371957,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1969","1969",801430977,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1970","1970",822534453,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1971","1971",843285426,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1972","1972",862840407,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1973","1973",881652080,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1974","1974",899367638,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1975","1975",915124661,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1976","1976",929375923,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1977","1977",942581332,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1978","1978",955138944,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1979","1979",968298971,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1980","1980",982372466,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1981","1981",997259503,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1982","1982",1013483165,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1983","1983",1029226906,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1984","1984",1044172197,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1985","1985",1060239981,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1986","1986",1077770523,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1987","1987",1096851843,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1988","1988",1115889802,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1989","1989",1134414725,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1990","1990",1153704253,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1991","1991",1170626171,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1992","1992",1183813388,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1993","1993",1195855556,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1994","1994",1207286676,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1995","1995",1218144424,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1996","1996",1228298839,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1997","1997",1237801448,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1998","1998",1246836105,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","1999","1999",1255433238,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2000","2000",1264099070,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2001","2001",1272739581,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2002","2002",1280926119,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2003","2003",1288873367,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2004","2004",1296816710,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2005","2005",1304887560,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2006","2006",1313086568,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2007","2007",1321513225,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2008","2008",1330167153,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2009","2009",1339125594,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2010","2010",1348191369,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2011","2011",1357095477,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2012","2012",1366560818,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2013","2013",1376100306,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2014","2014",1385189667,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2015","2015",1393715447,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2016","2016",1401889680,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2017","2017",1410275957,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2018","2018",1417069468,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2019","2019",1421864034,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2020","2020",1424929783,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2021","2021",1425893465,,
"CHN","China (People's Republic of)","T","Total","TOTAL","Total","2022","2022",1425887335,,
"COL","Colombia","T","Total","TOTAL","Total","1960","1960",17665037,,
"COL","Colombia","T","Total","TOTAL","Total","1961","1961",18154322,,
"COL","Colombia","T","Total","TOTAL","Total","1962","1962",18654499,,
"COL","Colombia","T","Total","TOTAL","Total","1963","1963",19164082,,
"COL","Colombia","T","Total","TOTAL","Total","1964","1964",19680870,,
"COL","Colombia","T","Total","TOTAL","Total","1965","1965",20201643,,
"COL","Colombia","T","Total","TOTAL","Total","1966","1966",20723588,,
"COL","Colombia","T","Total","TOTAL","Total","1967","1967",21244248,,
"COL","Colombia","T","Total","TOTAL","Total","1968","1968",21761690,,
"COL","Colombia","T","Total","TOTAL","Total","1969","1969",22274200,,
"COL","Colombia","T","Total","TOTAL","Total","1970","1970",22780007,,
"COL","Colombia","T","Total","TOTAL","Total","1971","1971",23277852,,
"COL","Colombia","T","Total","TOTAL","Total","1972","1972",23767130,,
"COL","Colombia","T","Total","TOTAL","Total","1973","1973",24248669,,
"COL","Colombia","T","Total","TOTAL","Total","1974","1974",24724874,,
"COL","Colombia","T","Total","TOTAL","Total","1975","1975",25199544,,
"COL","Colombia","T","Total","TOTAL","Total","1976","1976",25677586,,
"COL","Colombia","T","Total","TOTAL","Total","1977","1977",26163065,,
"COL","Colombia","T","Total","TOTAL","Total","1978","1978",26658672,,
"COL","Colombia","T","Total","TOTAL","Total","1979","1979",27165971,,
"COL","Colombia","T","Total","TOTAL","Total","1980","1980",27684385,,
"COL","Colombia","T","Total","TOTAL","Total","1981","1981",28212667,,
"COL","Colombia","T","Total","TOTAL","Total","1982","1982",28748586,,
"COL","Colombia","T","Total","TOTAL","Total","1983","1983",29289744,,
"COL","Colombia","T","Total","TOTAL","Total","1984","1984",29842691,,
"COL","Colombia","T","Total","TOTAL","Total","1985","1985",30419892,,
"COL","Colombia","T","Total","TOTAL","Total","1986","1986",30980812,,
"COL","Colombia","T","Total","TOTAL","Total","1987","1987",31550132,,
"COL","Colombia","T","Total","TOTAL","Total","1988","1988",32124173,,
"COL","Colombia","T","Total","TOTAL","Total","1989","1989",32697847,,
"COL","Colombia","T","Total","TOTAL","Total","1990","1990",33268154,,
"COL","Colombia","T","Total","TOTAL","Total","1991","1991",33840991,,
"COL","Colombia","T","Total","TOTAL","Total","1992","1992",34425915,,
"COL","Colombia","T","Total","TOTAL","Total","1993","1993",35032308,,
"COL","Colombia","T","Total","TOTAL","Total","1994","1994",35629174,,
"COL","Colombia","T","Total","TOTAL","Total","1995","1995",36229830,,
"COL","Colombia","T","Total","TOTAL","Total","1996","1996",36830574,,
"COL","Colombia","T","Total","TOTAL","Total","1997","1997",37426532,,
"COL","Colombia","T","Total","TOTAL","Total","1998","1998",38012359,,
"COL","Colombia","T","Total","TOTAL","Total","1999","1999",38585016,,
"COL","Colombia","T","Total","TOTAL","Total","2000","2000",39140080,,
"COL","Colombia","T","Total","TOTAL","Total","2001","2001",39674811,,
"COL","Colombia","T","Total","TOTAL","Total","2002","2002",40190679,,
"COL","Colombia","T","Total","TOTAL","Total","2003","2003",40693254,,
"COL","Colombia","T","Total","TOTAL","Total","2004","2004",41188093,,
"COL","Colombia","T","Total","TOTAL","Total","2005","2005",41671878,,
"COL","Colombia","T","Total","TOTAL","Total","2006","2006",42170126,,
"COL","Colombia","T","Total","TOTAL","Total","2007","2007",42658630,,
"COL","Colombia","T","Total","TOTAL","Total","2008","2008",43134017,,
"COL","Colombia","T","Total","TOTAL","Total","2009","2009",43608630,,
"COL","Colombia","T","Total","TOTAL","Total","2010","2010",44086292,,
"COL","Colombia","T","Total","TOTAL","Total","2011","2011",44553416,,
"COL","Colombia","T","Total","TOTAL","Total","2012","2012",45001571,,
"COL","Colombia","T","Total","TOTAL","Total","2013","2013",45434942,,
"COL","Colombia","T","Total","TOTAL","Total","2014","2014",45866010,,
"COL","Colombia","T","Total","TOTAL","Total","2015","2015",46313898,,
"COL","Colombia","T","Total","TOTAL","Total","2016","2016",46830116,,
"COL","Colombia","T","Total","TOTAL","Total","2017","2017",47419200,,
"COL","Colombia","T","Total","TOTAL","Total","2018","2018",48258494,,
"COL","Colombia","T","Total","TOTAL","Total","2019","2019",49395678,,
"COL","Colombia","T","Total","TOTAL","Total","2020","2020",50407647,,
"COL","Colombia","T","Total","TOTAL","Total","2021","2021",51117378,,
"COL","Colombia","T","Total","TOTAL","Total","2022","2022",51682692,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1960","1960",1251508,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1961","1961",1301084,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1962","1962",1352695,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1963","1963",1403804,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1964","1964",1455625,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1965","1965",1507565,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1966","1966",1559922,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1967","1967",1612363,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1968","1968",1664202,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1969","1969",1715441,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1970","1970",1763665,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1971","1971",1812029,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1972","1972",1860528,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1973","1973",1909614,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1974","1974",1959976,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1975","1975",2009819,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1976","1976",2063320,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1977","1977",2117790,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1978","1978",2177452,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1979","1979",2239890,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1980","1980",2304094,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1981","1981",2370060,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1982","1982",2437231,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1983","1983",2505453,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1984","1984",2573769,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1985","1985",2646142,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1986","1986",2726063,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1987","1987",2804079,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1988","1988",2878888,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1989","1989",2955335,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1990","1990",3029336,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1991","1991",3101536,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1992","1992",3170537,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1993","1993",3239868,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1994","1994",3334223,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1995","1995",3428278,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1996","1996",3520866,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1997","1997",3611224,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1998","1998",3699939,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1999","1999",3786841,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2000","2000",3872349,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2001","2001",3953393,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2002","2002",4022431,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2003","2003",4086405,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2004","2004",4151823,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2005","2005",4215248,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2006","2006",4278656,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2007","2007",4340390,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2008","2008",4404090,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2009","2009",4469337,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2010","2010",4533894,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2011","2011",4592149,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2012","2012",4652458.93050581,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2013","2013",4713168.14141015,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2014","2014",4773129.93384446,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2015","2015",4832233.8134651,,
